id,payor,payee,amount
32414,April Murry,Blair Purvis,923.8
32415,David Finder,Sandra Holbrook,8.0
32416,Fredric Barnes,Madeline Green,121.6
32417,Charles Yap,Debbie Blanchard,593.5
32418,Martha Robles,April Broten,336.1
32419,Robert Goan,Diane Watts,0.3
32420,Anna Gaub,Gary Weston,7.8
32421,Robert Garo,Kenneth Ballance,5.5
32422,Homer Peters,Kimberly Pino,1.8
32423,Mike Penn,Jerry Upchurch,6.1
32424,Roger Thomas,Annie Quick,1.0
32425,Blake Hawkins,Andrea Hernandez,93.489
32426,Claudia Gratz,Linda Lavoie,19.2
32427,Jose Blais,Victor Francis,2.6
32428,Tracy Ramirez,Julia Roberts,8.1
32429,Jimmy Corcoran,Bernice Davis,6.1
32430,Edward Wang,Justina Mclaine,1.2
32431,Sonia Snedegar,Lee Morse,0.2
32432,Alexander Gibson,Zachary Joyal,0.2
32433,Tracy Ramirez,Mary Lebeau,4.0
32434,Laura Gonzales,Amos Haak,21.6
32435,Walter Huddleston,Vincent Newport,323.1
32436,Michael Wilkinson,Barry Nagase,718.7
32437,Jackie Guthrie,Bertha Mcgrew,44.1
32438,Sherry Adams,Willie Rappa,0.4
32439,Fredric Barnes,Jennifer Farrar,8.4
32440,Jimmy Winfrey,Pamela Quist,8.1
32441,Edward Wang,Sandra Wagaman,55.5
32442,Julio Vanscooter,Teresa Erdmann,818.1
32443,David Hunter,Angelique Holman,7.1
32444,Anna Austin,Samantha Hawes,5.7
32445,Michael Patrick,Paul Jones,1.9
32446,Vida Aguilar,Brandon Batiste,5.6
32447,Amber Wilson,Norbert Sokoloski,9.6
32448,April Broten,Marie Brown,895.6
32449,Irving Bennett,George Mirabella,0.1
32450,Pamela Wilson,Sarah Sanchez,2.1
32451,Charlene Woody,Darrel Whitmer,0.5
32452,David Kelley,Linda Burris,2.8
32453,Donna Stallings,Cherie Begay,24.9
32454,Lonnie Conley,Robert Madonia,1.7
32455,Eleanor Martinez,Colene Edelman,3.0
32456,Jane Billiot,Tim Zorn,4.8
32457,William Bates,Anthony Story,9.9
32458,Helen Silmon,Erich Gaines,9.2
32459,Karen Fullwood,Carl Anderson,0.1
32460,Delana Adkins,Linda Scruggs,7.1
32461,Marc Pinter,Billy Tyler,49.266000000000005
32462,Kenneth Abreu,Jose Blais,0.1
32463,Robert Shippee,Carlos Fields,9.7
32464,Patricia Seals,Joshua Morris,3.3
32465,Sharon Cleckler,Teresa Milne,1.8
32466,Martha Robles,Julius Armes,305.6
32467,Jason Mumaw,Dolly Rainey,4.4
32468,Tanya Henderson,Jennifer Sharp,10.870999999999999
32469,Francis Lechleidner,William Mason,0.2
32470,Matthew Horton,Sarah Clark,1.6
32471,Suzette Marston,Ray Stern,1.1
32472,Connie Smith,Delpha Stanley,42.511
32473,Mary Clark,Sharon Cole,1.9
32474,Rita Conway,Nancy Denton,2.3
32475,Jana Landers,James Sherrod,17.7
32476,Melinda Scott,Pearl Metzger,0.3
32477,Jesus Klein,Katherine Hamilton,143.0
32478,Donna Fortin,Jill Ferguson,9.2
32479,Brenda Chapen,Mark Deubner,3.9
32480,Morton Gillette,David Martinez,4.3
32481,Raymond Walker,Marguerite Carver,7.1
32482,Bruce Green,Michael Plank,1.1
32483,Anthony Dube,Jerry Upchurch,1.8
32484,Tammy Spiess,Blair Purvis,2.2
32485,Michelle Allen,Rosita Simpson,1.7
32486,Jeremy Gomez,Philomena Davison,0.1
32487,Sherry Adams,Lee Morse,3.4
32488,Rebecca Heminger,Carol Spachtholz,0.1
32489,Jeffrey Lewis,Sherri Culpepper,1.4
32490,Leslie Hess,Thomas Miller,0.1
32491,Charles Cody,Alexander Flynn,0.1
32492,Steve Ferrante,Mable Gooch,171.6
32493,Dennis Anderson,Clarence Albrecht,4.8
32494,Brent Rowan,Norbert Sokoloski,0.2
32495,Raymond Lewis,Peggy Kurtz,5.8
32496,Vicki Dawkins,Peter Comstock,0.4
32497,Derek Fisher,Susan Mcgraw,153.0
32498,Aaron Massman,Anastasia Proctor,0.3
32499,Rosa Hines,Terry Smith,0.4
32500,Marc Pinter,Sheryl Vo,18.579
32501,Michael Ashley,Theodore Williams,1.7
32502,Kristin Hodges,Gayle Baldwin,4.5
32503,Billy Mccarrel,Matthew Horton,192.7
32504,Patricia Hester,Francis Lechleidner,4.9
32505,Jason Goodrich,Randal Sullivan,9.8
32506,Michael Wilkinson,Jeffrey Mosley,169.638
32507,William Young,Bertha Mcgrew,0.2
32508,James Asher,Raymond Taggart,1.3
32509,Ann Mcbride,Robert Bull,9.2
32510,Marilyn Larkin,Mike Peak,0.8
32511,Maria Reny,Joshua Sexton,25.0
32512,Joseph Grimm,Carol Spachtholz,117.7
32513,Walter Cathey,Jane Billiot,2.5
32514,Michael Wilkinson,Jeffrey Parrish,18.103
32515,Ian Shiver,Rebecca Johnson,11.1
32516,Dale Stradley,Bennie Diaz,0.1
32517,Kenneth Abreu,Ed Saenz,159.7
32518,Michael Harris,Raymond Rios,0.3
32519,Annie Ammons,Thomas Melito,8.9
32520,Louise Davis,Freddie White,432.2
32521,Audrey Kuck,Mark Williams,4.0
32522,Donna Fortin,Carlos Fields,4.4
32523,Stephen Nettles,Michael Taylor,2.3
32524,Lara Ziego,Jane Billiot,4.8
32525,Sandra Mcneil,Evelyn Vargas,19.2
32526,Francis Lechleidner,Eric Chou,0.9
32527,Deborah Floyd,Peggy Duffy,6.4
32528,Scott Arredondo,Stacey Mcdonald,303.8
32529,Gwen Young,Melinda Scott,0.1
32530,Willie Webster,Alice Pickup,7.0
32531,John Shotwell,Charles Robinson,0.1
32532,Robert Garo,Mary Leon,25.356
32533,Anthony Story,Jose Janelle,37.074
32534,Josefina Lucas,Evelyn Vargas,4.1
32535,Amos Haak,Edythe Wong,10.951
32536,Oscar Sheets,Virginia Vanlandingham,2.1
32537,Shawn Harper,Thelma Ervin,2.9
32538,Stephan Santamaria,Michael Stickfort,50.1
32539,Ann Donaldson,Marie Simons,33.5
32540,Jill Ferguson,Marilyn Timlin,648.9
32541,Claude Cox,Jo Patterson,5.9
32542,Mike Penn,Nancy Neubauer,0.5
32543,Luciana Vicars,Brandon Batiste,23.494999999999997
32544,Melissa Richards,Paula Lagarde,0.8
32545,Michael Navarro,Candace Lee,0.1
32546,Eugene Dickerson,Susan Cha,1.8
32547,Patricia Seals,Charles Waggoner,4.0
32548,Grace Matuszewski,Nia Green,1.9
32549,Margaret Rossi,Lucy Bromley,1.5
32550,Jean Williams,Kristin Hodges,0.6
32551,William Mcginty,Sergio Rowland,1.7
32552,Christine Williams,Devon Laster,24.5
32553,Fredrick Escobar,Erin Evans,6.1
32554,Barry Nagase,Lena Patterson,135.8
32555,Noreen Robinson,Raymond Rios,0.3
32556,Mario Hall,Wayne Williams,8.4
32557,Jose Deem,Emilia Price,106.6
32558,Tim Zorn,Isaac Raio,176.6
32559,Ronda Pollitt,Elizabeth Langer,2.6
32560,Jennifer Martin,Jeremy Gomez,0.7
32561,Randal Sullivan,Frank Mercedes,1.8
32562,Pauline Winstead,Anthony King,5.1
32563,Richard Hernandez,Gale Fragoso,6.9
32564,Vaughn Maresco,Benny Legere,11.2
32565,Sally Perry,Nick Csaszar,79.7
32566,Christopher Milla,Christian Parker,13.8
32567,Philomena Davison,Nick Csaszar,387.8
32568,Terry Hill,Jimmy Corcoran,3.0
32569,Richelle Willis,Theresa Govea,915.1
32570,Robert Bull,Naomi Lee,0.6
32571,William Smolen,Leslie Lai,0.6
32572,Octavia Suarez,Thomas Whitney,49.3
32573,Robert Sporle,Michael Ashley,2.3
32574,Rebecca Johnson,William Szymanski,2.8
32575,Devon Laster,Cristobal Harris,4.7
32576,Patricia Pierre,James Green,122.6
32577,Roger Thomas,William Lovelace,2.8
32578,Frederick Randolph,Emmett Anderson,3.2
32579,Ruthann Tarrant,Thomas Miller,1.1
32580,Ashley Cook,Juan Curran,121.546
32581,Ryan Schroeder,Diane Fisher,4.9
32582,Rita Conway,David Miller,43.1
32583,Marilyn Timlin,Mike Jamison,7.1
32584,Matthew Bacon,Derek Herrera,11.0
32585,Deborah Floyd,Daniel Nimox,2.4
32586,Ina Scoby,Donald Perkins,5.6
32587,Richelle Willis,Darnell Brown,0.1
32588,Ryan Walter,Jimmy Lopez,34.076
32589,Ronald Wright,Keneth Banks,15.6
32590,Gayle Devine,Albert Lemasters,0.7
32591,Courtney Craig,Randall Bean,1.2
32592,Aaron Massman,Bernice Galvan,0.2
32593,Thelma Ervin,William Rogers,3.8
32594,Elizabeth Langer,Erin Evans,4.8
32595,Ronald Patel,Cynthia Ray,10.6
32596,Douglas Davis,Marilyn Larkin,26.8
32597,Naomi Lee,Wanda Mcgary,7.0
32598,Kevin Nixon,Virginia Vanlandingham,4.2
32599,William Smolen,Christopher Milla,5.6
32600,Samantha Ball,Billy Mercado,29.8
32601,Debra Blank,Sharon Cole,8.4
32602,Stephanie Flowers,Thomas Seay,9.6
32603,Stephen Nettles,Suzanne Hines,1.0
32604,Edgar Whitmire,Thomas Whitney,0.1
32605,Vincent Witcher,Anastasia Judd,8.0
32606,Debbie Blanchard,Debbie Blanchard,1.0
32607,Timothy Peterson,Kimberly Coston,20.2
32608,Mary Garcia,Ruthann Tarrant,9.1
32609,Dolly Rainey,Michael Wilkinson,5.5
32610,Christian Fannell,Jo Patterson,3.8
32611,Christopher Skidmore,Nick Csaszar,4.4
32612,Guy Trinh,Richard Bolling,3.6
32613,Frank Mercedes,Pamela Stewart,2.4
32614,Randal Sullivan,Clay Mateo,3.5
32615,Petra Ingram,Florence Wiles,15.969
32616,Herman Rodriguez,Debbie Blanchard,6.4
32617,Paul Kirkland,Scott Arredondo,0.2
32618,Rachel Mula,Michael Moore,7.3
32619,Michael Emory,Brenda Chapen,43.725
32620,Eric Reece,Christian Parker,7.9
32621,Christopher Milla,Joel Turner,8.2
32622,William Carnes,Derek Eaton,0.3
32623,Darnell Brown,Josefina Lucas,15.584999999999999
32624,Robert Goan,Willie Webster,6.5
32625,Candace Moreland,Andrea Hernandez,8.4
32626,Amber Hicks,Melissa Richards,3.6
32627,Carlos Fields,Amy Barkley,0.6
32628,Martha Hubbard,Carol Edgehill,4.2
32629,Elizabeth Brown,Sharon Cole,0.1
32630,Virginia Earvin,Sara Menendez,1.3
32631,Kathryn Warren,David Khan,0.2
32632,Floyd Olson,Tim Rodriguez,6.7
32633,Steven Cassem,John English,3.6
32634,Marvin Reitmeier,Eric Reece,5.1
32635,Geneva Stevens,Annie Quick,0.5
32636,Harry Sutton,Troy Cervantes,115.8
32637,Naomi Lee,Judith Billings,1.2
32638,Edward Ward,Richard Preslipsky,523.4
32639,Sarah Miller,Thomas Melito,8.4
32640,Amber Buchanan,Ethel Stehle,159.5
32641,Christopher Skidmore,Richelle Willis,67.8
32642,Tara Hudson,Marvin Reitmeier,2.2
32643,Jimmy Ramirez,David Miller,23.1
32644,Tatiana Broyles,Jamie Reinwald,3.9
32645,John Booker,Rafael Camargo,5.3
32646,Mary Clark,Carol Sellner,3.3
32647,Tatiana Broyles,Bonnie Mathieu,0.7
32648,Maurice Schoenthal,Mike Ferguson,0.6
32649,Randall Lopez,Jorge Talbot,1.2
32650,Fredrick Escobar,John Anderson,0.1
32651,Carolyn Burton,Donna Sommer,30.2
32652,Wendell Sprankle,Maria Mitchell,222.4
32653,Blake Hawkins,Jesse Leonard,6.8
32654,Edna Martin,Maxine Perza,351.6
32655,Aldo Boggs,Aldo Boggs,0.8
32656,Janeth Rodriguez,Fredric Barnes,10.469
32657,Roberto Murray,Belinda Jones,2.0
32658,Dionna Gough,Steven Cassem,0.6
32659,Octavia Suarez,Kenneth Ballance,60.465999999999994
32660,Mario Hall,Mary Huro,5.6
32661,Michael Wilkinson,Elizabeth Anderson,9.6
32662,Richard Ayala,Cynthia Ray,3.8
32663,Donna Goodwin,Herman Rodriguez,97.6
32664,Daniel Nimox,Gracie Johnson,473.2
32665,Calvin Hough,David Goldberger,9.5
32666,Eric Chou,Janis Moree,0.2
32667,Robert Araujo,Tatiana Patterson,13.5
32668,Karl Mccosker,Craig Mann,0.1
32669,Christopher Gilliam,Rachel Mula,6.5
32670,Jason Mumaw,James Schwab,47.4
32671,Gretta Rios,Eva Taylor,173.1
32672,Jennifer Martin,James Finley,17.3
32673,Kristin Hodges,Kenneth Wiles,4.0
32674,Grace Jones,Joshua Sexton,3.8
32675,William Duarte,Barry Nagase,4.1
32676,Christian Parker,Jill Bogar,1.9
32677,Sandra Wagaman,William Strefeler,4.1
32678,Todd Yocum,Clay Mateo,45.4
32679,Dale Langan,James Becker,5.0
32680,Stanley Junkins,Frieda Tate,0.1
32681,Sharon Koerner,Andrea Hernandez,5.0
32682,Mark Jeffries,Elaine Caple,23.4
32683,James March,Gerardo Ogren,0.1
32684,Jamie Reinwald,Emilia Price,6.4
32685,Viola Ake,Kathleen Carter,6.9
32686,Christopher Gilliam,Donald Perkins,0.8
32687,Daniel Yannone,Robert Bull,5.8
32688,Kenneth Ballance,William Rogers,7.7
32689,James Sherrod,James Poindexter,0.5
32690,Cherie Taylor,Avis Craft,0.3
32691,George Grant,Joseph Richardson,1.4
32692,Peggy Dowlin,Elaine Caple,0.1
32693,James Casarez,Betty Duncan,65.1
32694,Grace Matuszewski,Vivian Hein,2.7
32695,Maurice Schoenthal,Teresa Evans,1.9
32696,Terry Hill,Elaine Caple,79.5
32697,Alisa Harbach,Elizabeth Anderson,121.1
32698,William Smolen,Todd Yocum,86.2
32699,Gayle Baldwin,Wayne Williams,2.0
32700,Rita Wilson,Marcus Nolan,2.4
32701,Joseph Lopez,Connie Gibson,7.6
32702,Tony Voeks,Naomi Lee,3.1
32703,Jennifer Estes,Michelle Allen,8.6
32704,Ahmad Stickney,Kitty Cleek,4.3
32705,James March,Evelyn Vargas,3.1
32706,Wanda Jones,Harold Levan,15.235
32707,Walter Cathey,Julia Segura,1.7
32708,Melanie Ellison,Henry Lawler,9.1
32709,Jose Blais,David Martinez,2.3
32710,Martha Hubbard,Michael Moore,3.9
32711,Christian Fannell,Joan Kelly,3.1
32712,Clay Mateo,Sharon Koerner,2.5
32713,Raymond Rios,Delana Adkins,1.6
32714,Linda Wolfe,Suzette Marston,1.1
32715,Linda Wolfe,Amanda Haynes,2.7
32716,William Duarte,Sandra Maas,0.2
32717,Billy West,Lonnie Conley,0.1
32718,Rolf Neale,Audrey Kuck,6.9
32719,Sarah Clark,Jonathan Mccombs,7.0
32720,Antonio Richardson,William Markley,0.1
32721,Jean Oglesby,Marguerite Roe,0.1
32722,Teresa Evans,Jean Oglesby,3.1
32723,Samantha Mellerson,Nancy Longoria,1.7
32724,Irving Bennett,James Schwab,3.8
32725,Peggy Duffy,Howard Randall,214.3
32726,Thomas Vargas,Mary Martin,7.5
32727,Diane Pacheco,Suzanne Hines,1.5
32728,German West,Daniel Bivins,5.5
32729,Mary Lampman,William Carnes,7.6
32730,Oscar Smith,Mary Wilson,8.8
32731,Elaine Taylor,Michael Navarro,102.8
32732,John Shotwell,Doris Dickey,1.1
32733,Cynthia Johnson,Derek Fisher,1.3
32734,Elaine Caple,Sarah Rodriguez,34.134
32735,Tressa Conde,Anthony Burcham,4.4
32736,Donna Fortin,Robert Araujo,21.433
32737,Dorthy Kirtner,Jorge Talbot,2.5
32738,Forrest Martin,Ruby Gomez,15.538999999999998
32739,Kenneth Abreu,Ann Mcbride,2.5
32740,Nick Leiva,David Haage,5.7
32741,Lisa Rodriguez,Avis Craft,0.2
32742,Mary Gallagher,Maria Mitchell,1.4
32743,Larry Minyard,Quintin Fields,5.0
32744,Dolly Rainey,David Solberg,44.0
32745,David Jackson,Thomas Miller,202.7
32746,Susan Lehnortt,Allan Strain,0.1
32747,Jimmy Corcoran,Denise Ellis,78.334
32748,Sally Perry,Karen Peterson,0.1
32749,June Davis,Alexa Prevatte,7.1
32750,Cherie Begay,Angelica Patterson,1.2
32751,Randall Lopez,Michael Ashley,0.2
32752,Jana Landers,Pauline Winstead,6.7
32753,Tim Rivera,James Bailey,19.886000000000003
32754,Susan Gilmore,Gale Fragoso,2.5
32755,Dorothy Smith,Lai Gardner,37.196
32756,Walter Huddleston,Linda Enriquez,2.4
32757,Samantha Ball,Roxy Burdock,6.4
32758,Odelia Dent,Tim Zorn,1.9
32759,Gretta Rios,Rosa Hines,21.246000000000002
32760,Tatiana Broyles,Darren Feliciano,372.4
32761,Dionna Gough,Susan Gransberry,7.3
32762,Marcella Goodrich,Susana Abney,0.4
32763,Karen Fullwood,John English,7.6
32764,Richard Hernandez,Warren Cunningham,4.2
32765,Maria Reny,Todd Yocum,2.8
32766,Christian Fannell,John Anderson,0.6
32767,Alexander Flynn,Melinda Harr,0.8
32768,Arthur Brown,David Hunter,0.2
32769,James Bailey,Peggy Dowlin,1.3
32770,John Shotwell,Ricky Jinkens,3.2
32771,Blaine Thomas,Christopher Chaffee,0.5
32772,Susana Abney,Mary Lebeau,8.7
32773,Allan Strain,Amy Brown,272.4
32774,Kimberly Pino,Karen Fullwood,0.7
32775,William Grant,Diane Hilliard,0.4
32776,Grace Mendez,Jimmy Corcoran,2.7
32777,Tara Hudson,Arthur Brown,2.8
32778,Forrest Martin,Harold Levan,3.1
32779,Jose Deem,Alvin Miller,447.3
32780,Jorge Talbot,Jeffrey Parrish,2.0
32781,Samantha Ball,Wendy Johns,1.8
32782,Grace Williams,Francisco Nguyen,1.2
32783,Oscar Smith,Ron Mckinney,6.4
32784,Wendell Sprankle,Mario Hall,0.4
32785,Joseph Flint,Maria Kirkpatrick,226.1
32786,Anna Hall,Jane Liriano,70.4
32787,Anna Hall,Angelica Patterson,7.4
32788,David Weisner,Tressa Conde,4.0
32789,Florence Wiles,Lisa Weaver,0.7
32790,Donna Lemelin,Tressa Conde,72.801
32791,Mary Luvene,Richard Fontaine,8.4
32792,Richard Robinson,Dale Taylor,0.4
32793,Tia Moldenhauer,Mary Wilson,9.6
32794,Gerardo Heenan,Fredrick Escobar,5.3
32795,Susan Perez,Mary Huro,395.5
32796,Melissa Batters,John Thomas,13.088999999999999
32797,Sharon Cleckler,Joshua Sexton,26.0
32798,Diane Hilliard,Ernest Herrera,1.3
32799,Willis Wilson,Walter Cathey,1.0
32800,Barbara Juneau,Patricia Huang,2.8
32801,Stanley Matthews,Larry Minyard,0.3
32802,Susan Walker,Stephen Moss,3.5
32803,Janet Coles,Geneva Stevens,29.6
32804,Michael Rutledge,Rodrigo Jones,6.2
32805,Teri Homer,Thomas Gurry,6.8
32806,Becky Armstrong,Stephan Santamaria,0.2
32807,Walter Huddleston,Connie Smith,30.8
32808,Susan Argabright,Derek Herrera,75.21000000000001
32809,Sandra Dillingham,Joseph Richardson,2.0
32810,William Marlowe,Stephen Moss,6.4
32811,Susan Cha,Amos Haak,5.5
32812,Billy Bozell,Edward Wang,2.6
32813,Robert Rich,Roger Boehle,175.7
32814,Bernice Davis,Floyd Olson,0.1
32815,Aldo Boggs,Mary Martin,8.4
32816,Scott Arredondo,Katherine Hamilton,6.6
32817,Theresa Lopez,Annie Quick,1.2
32818,Michael Cross,Jill Ferguson,6.9
32819,David Brochu,Dorthy Kirtner,8.9
32820,David Kelley,James Sherrod,199.6
32821,Christopher Strong,Justin Hamilton,12.9
32822,Emmett Anderson,Gloria Coburn,1.7
32823,Amy Dixon,David Hunter,7.9
32824,Adeline Fullwood,Jose Blais,9.5
32825,Margaret Rossi,Edward Wang,2.6
32826,Jennifer Mcafee,Raymond Taggart,12.1
32827,Celeste Lowman,William Lovelace,5.7
32828,Tammy Clement,Eugene Rhodes,1.2
32829,Amy Salvador,Johnny Atwood,0.5
32830,Jimmy Lopez,Robert Araujo,7.8
32831,Philomena Davison,Angie Rivera,5.0
32832,John Thomas,Stephanie Flowers,1.5
32833,Mary Keister,Kimberly Coston,0.5
32834,David Goldberger,Chester Stiltner,251.2
32835,David Haage,Teri Homer,0.3
32836,Claude Cox,Thomas Miller,0.2
32837,Debbie Blanchard,Michael Pearce,4.9
32838,Peggy Duffy,Kathryn Warren,9.6
32839,Kitty Cleek,Derek Herrera,7.3
32840,Gwen Young,Donna Fortin,2.3
32841,Catherine Thomas,Anthony Barajas,1.1
32842,Cindy Martin,Michael Rutledge,11.3
32843,Virginia Vanlandingham,William Markley,5.9
32844,Lavina Blankenship,Derek Eaton,160.0
32845,Kimberly Stone,Nicole Stalling,84.3
32846,Kristin Hodges,Richard Boudreau,89.8
32847,Donna Sommer,Sandra Dillingham,73.6
32848,Erin Dawkins,Aaron Young,1.3
32849,Royal Manciel,James Suiter,0.3
32850,April Murry,Andrea Hernandez,0.1
32851,Kurt Vagliardo,Darrel Whitmer,0.1
32852,Anthony Barajas,Kent Vincent,11.2
32853,Virginia Earvin,Sandra Martin,93.8
32854,Stephen Gary,Keith Jones,7.6
32855,Lucy Jeffcoat,Martha Robles,37.7
32856,Kurt Vagliardo,Patricia Hester,0.9
32857,Alexandra Morgan,William Lovelace,1.1
32858,Mary Lebeau,Ronald Herriman,0.3
32859,Barbara Goetz,Allen Lucero,18.1
32860,Marilyn Larkin,Patricia Hester,1.2
32861,Todd Yocum,Odelia Dent,513.7
32862,Debra Rhodus,Edward Ward,0.7
32863,Jane Billiot,Salvador Galloway,2.8
32864,Jimmy Lopez,Linda Lavoie,27.8
32865,Beverly Beebe,Christine Williams,9.6
32866,Randal Sullivan,Eugene Rhodes,3.4
32867,Adam Samaroo,Linda Wolfe,8.3
32868,Ernestine Welsh,Jeremy Gomez,1.3
32869,Barry Nagase,Carol Edgehill,1.0
32870,Gilbert Puryear,Dixie Wilson,1.8
32871,Sandra Maas,Pauline Winstead,1.0
32872,Donna Sommer,Mabel Ray,5.5
32873,Ruthann Tarrant,Mary Wilson,9.5
32874,Donna Lemelin,Justina Mclaine,0.7
32875,Dorothy Smith,Sandra Dillingham,9.4
32876,Aaron Massman,Carl Sollars,0.6
32877,Mable Gooch,Maria Schappert,170.9
32878,Tim Rivera,Patsy Olson,1.8
32879,Leroy Garcia,John Thomas,0.1
32880,Charles Waggoner,Grace Jones,3.7
32881,Ronda Pollitt,Brandon Batiste,9.0
32882,Robert Madonia,Kirk Davey,818.4
32883,Angelique Holman,Rita Snider,0.5
32884,David Khan,Tim Rodriguez,445.3
32885,Marie Simons,Richard Boudreau,46.152
32886,Naomi Lee,Joseph Tyler,8.9
32887,Ernestine Welsh,Stephen Faust,0.2
32888,Pamela Wilson,Jose Blais,1.6
32889,Erin Evans,Becky Armstrong,0.2
32890,James Casarez,Charles Yap,20.0
32891,Maria Martinez,Patricia Huey,584.0
32892,Leslie Hess,Wayne Williams,1.3
32893,James Jarrett,Lily Bergeson,0.3
32894,Mimi Filion,Avis Craft,2.5
32895,John Shotwell,Margaret Massey,7.4
32896,Roberto Murray,Alexander Huff,11.8
32897,Frieda Tate,Grace Jones,5.9
32898,David Weisner,Rebecca Heminger,60.7
32899,Teresa Milne,Harry Sutton,0.2
32900,David Weisner,June Smith,212.4
32901,Curtis Garrison,Francis Lilly,1.6
32902,Clarence Albrecht,Alvin Miller,1.2
32903,Amanda Harr,Steven Hilyer,8.5
32904,Marilyn Larkin,Jimmy Lopez,0.7
32905,Charles Yap,Frederick Pease,24.8
32906,Helen Castrejon,Royal Lyall,5.2
32907,Julie Livingston,Alisa Harbach,9.8
32908,Lucrecia Ellis,Dalia Whitaker,0.2
32909,Barbara Goetz,Jeffrey Taylor,9.8
32910,Wendy Johns,Stephen Jordan,0.6
32911,Elizabeth Peng,Grace Mendez,1.8
32912,Robert Sporle,Allison Washington,14.9
32913,Donald Perkins,Emmett Greathouse,6.4
32914,Pearl Metzger,Jo Patterson,24.41
32915,Blake Hawkins,Joseph Alfaro,19.746000000000002
32916,David Hunter,Gale Fragoso,4.5
32917,Michael Cross,Theresa Lopez,29.2
32918,Sandra Holbrook,Terry Hill,7.9
32919,Wanda Jones,Carol Edgehill,162.6
32920,Jason Mumaw,Nancy Denton,0.9
32921,James March,Justin Hamilton,6.2
32922,Grace Jones,Jean Oglesby,0.7
32923,Janeth Rodriguez,Mary Martin,9.5
32924,Michael Pearce,Florence Wiles,5.3
32925,Patricia Huey,Patrick Toupin,0.8
32926,Pamela Wilson,Sally Santiago,19.9
32927,Linda Backey,Matthew Thomas,0.9
32928,Terry Smith,Rita Snider,0.4
32929,Kirk Davey,Susan Perez,192.9
32930,Maria Mitchell,Sara Menendez,34.9
32931,Cassandra Fuhrman,Donald Gartin,9.3
32932,Maurice Hendrie,Marion Duncan,42.42
32933,Charles Yap,Kevin Jones,0.2
32934,April Murry,Dominic Coleman,3.7
32935,Tanya Duffy,Gloria Coburn,21.9
32936,Dale Stradley,Terry Lizarraga,10.5
32937,James Green,Ian Shiver,1.9
32938,Audrey Hall,Rolf Neale,3.1
32939,Lisa Rodriguez,Theodore Lewin,7.4
32940,Vivian Hein,Walter Elkins,0.5
32941,Marshall Canpos,Eugene Dickerson,0.4
32942,Karen Fullwood,Amy Dixon,48.0
32943,Curtis Garrison,Juan Bowen,0.1
32944,Janet Henry,Larry Minyard,115.0
32945,Walter Elkins,Rebecca Heminger,1.0
32946,James Finley,Kimberly Stone,0.5
32947,Juan Lampkin,Seema Jensen,93.1
32948,Angela Campbell,Roxy Burdock,0.1
32949,Delana Adkins,William Rogers,4.0
32950,Jason Mumaw,Christopher Lindsey,5.6
32951,Kathy Spalding,Bennie Diaz,215.3
32952,Anastasia Proctor,Michael Taylor,0.1
32953,Jimmy Ramirez,Samantha Hawes,7.3
32954,Rita Wilson,Mark Deubner,3.0
32955,Celeste Lowman,Joseph Lopez,311.7
32956,Jonelle Cain,Carol Sellner,2.7
32957,Erin Evans,Jess Collins,0.2
32958,Laura Olson,Ahmad Stickney,0.1
32959,Susan Gilmore,Elizabeth Brown,6.1
32960,Gayle Baldwin,Elizabeth Langer,43.0
32961,Antonio Harness,Marie Brown,11.1
32962,Erich Gaines,Belinda Jones,3.2
32963,Emily Hermann,Jane Billiot,202.9
32964,Susan Gransberry,Shirley Cilley,8.2
32965,Zachary Joyal,Jose Smith,738.5
32966,Susan Walker,Dorothy Smith,2.9
32967,Richard Ortiz,Nicole Chisum,0.2
32968,Rosita Simpson,Connie Smith,0.5
32969,Robert Grissom,David Goldberger,0.7
32970,Courtney Craig,Joan Joyce,3.9
32971,Lawanda West,Doris Sampson,408.8
32972,Sonia Snedegar,Deborah Floyd,7.7
32973,Willis Wilson,Carl Anderson,1.4
32974,Roxanne Bulfer,Ed Saenz,0.3
32975,Cherie Taylor,Bonnie Mathieu,37.4
32976,Antonio Richardson,Donald Ott,113.2
32977,Mary Lebeau,Scott Arredondo,0.1
32978,Peggy Dowlin,Sherry Adams,4.6
32979,Maria Martinez,Cindy Martin,3.4
32980,Faye Obrien,Barry Nagase,0.3
